anno,region,zona,acceso_int,quintil,niveduc,sexo,edad,tipo_acceso,edad_tramo,usa_computador,usa_smartphone
2012,8 biobio,urbano,no,Q1,basica_completa,hombre,60.0,Ninguna,56–60,no,no
2012,8 biobio,rural,no,Q2,sin_educacion_formal,hombre,50.0,Ninguna,46–50,no,no
2012,8 biobio,urbano,si,Q3,media_tp_incompleta,mujer,42.0,Sólo Fija,41–45,si,no
2012,2 antofagasta,urbano,si,Q5,media_ch_completa,mujer,22.0,Sólo Fija,21–25,si,si
2012,2 antofagasta,urbano,si,Q5,media_tp_completa,hombre,68.0,Sólo Fija,66–70,si,no
2012,2 antofagasta,urbano,si,Q5,sup_universitaria_completa,hombre,26.0,Sólo Fija,26–30,si,si
2012,13 metropolitana,rural,si,Q2,media_ch_incompleta,mujer,38.0,Sólo Fija,36–40,si,no
2012,5 valparaiso,urbano,si,Q4,sup_universitaria_incompleta,mujer,19.0,Sólo Fija,18–20,si,no
2012,5 valparaiso,urbano,si,Q3,sup_universitaria_incompleta,mujer,19.0,Sólo Fija,18–20,si,no
2012,5 valparaiso,urbano,no,Q2,media_tp_completa,hombre,71.0,Ninguna,71–75,no,no
2012,8 biobio,urbano,si,Q3,sup_universitaria_incompleta,mujer,30.0,Sólo Móvil,26–30,si,no
2012,8 biobio,urbano,no,Q2,media_tp_completa,mujer,43.0,Ninguna,41–45,no,no
2012,8 biobio,urbano,si,Q1,sup_universitaria_incompleta,hombre,22.0,Sólo Fija,21–25,si,no
2012,8 biobio,urbano,si,Q3,media_ch_completa,mujer,31.0,Sólo Móvil,31–35,no,si
2012,8 biobio,urbano,no,Q4,basica_completa,mujer,53.0,Ninguna,51–55,no,no
2012,8 biobio,urbano,si,Q1,basica_completa,hombre,65.0,Sólo Móvil,61–65,si,no
2012,5 valparaiso,urbano,si,Q3,media_ch_completa,mujer,37.0,Sólo Móvil,36–40,si,no
2012,8 biobio,rural,no,Q1,basica_completa,mujer,63.0,Ninguna,61–65,no,no
2012,8 biobio,rural,no,Q2,basica_completa,mujer,46.0,Ninguna,46–50,no,no
2012,7 maule,rural,no,Q1,media_tp_incompleta,mujer,64.0,Ninguna,61–65,no,no
2012,5 valparaiso,urbano,no,Q3,media_tp_incompleta,mujer,67.0,Ninguna,66–70,no,no
2012,8 biobio,urbano,no,Q1,basica_incompleta,hombre,51.0,Ninguna,51–55,no,no
2012,2 antofagasta,urbano,si,Q5,sup_universitaria_completa,mujer,42.0,Sólo Fija,41–45,si,no
2012,5 valparaiso,urbano,si,Q3,sup_universitaria_incompleta,hombre,21.0,Sólo Fija,21–25,si,no
2012,2 antofagasta,urbano,si,Q5,sup_tecnica_completa,hombre,48.0,Sólo Fija,46–50,si,no
2012,8 biobio,urbano,no,Q2,basica_completa,mujer,69.0,Ninguna,66–70,no,no
2012,9 araucania,rural,si,Q3,sin_educacion_formal,hombre,74.0,Sólo Móvil,71–75,si,no
2012,8 biobio,urbano,no,Q3,basica_incompleta,mujer,37.0,Ninguna,36–40,no,no
2012,5 valparaiso,urbano,no,Q2,media_ch_completa,mujer,44.0,Ninguna,41–45,no,no
2012,10 los_lagos,rural,no,Q3,basica_completa,hombre,39.0,Ninguna,36–40,no,no
2012,5 valparaiso,urbano,si,Q4,sup_tecnica_completa,mujer,30.0,Sólo Fija,26–30,si,no
2012,8 biobio,urbano,no,Q3,media_ch_completa,mujer,24.0,Ninguna,21–25,no,no
2012,6 ohiggins,rural,si,Q3,sup_tecnica_completa,hombre,42.0,Sólo Fija,41–45,si,no
2012,5 valparaiso,urbano,no,Q3,basica_incompleta,mujer,45.0,Ninguna,41–45,no,no
2012,5 valparaiso,urbano,si,Q3,media_ch_completa,hombre,23.0,Sólo Móvil,21–25,si,no
2012,6 ohiggins,rural,no,Q2,sin_educacion_formal,mujer,74.0,Ninguna,71–75,no,no
2012,10 los_lagos,rural,no,Q2,basica_incompleta,hombre,42.0,Ninguna,41–45,no,no
2012,13 metropolitana,rural,no,Q4,basica_completa,mujer,43.0,Ninguna,41–45,no,no
2012,13 metropolitana,rural,no,Q4,media_ch_incompleta,mujer,58.0,Ninguna,56–60,no,no
2012,8 biobio,urbano,si,Q3,media_tp_incompleta,mujer,45.0,Sólo Fija,41–45,si,no
2012,8 biobio,urbano,no,Q2,media_tp_completa,mujer,27.0,Ninguna,26–30,no,no
2012,5 valparaiso,rural,si,Q2,media_tp_incompleta,mujer,19.0,Sólo Fija,18–20,si,no
2012,6 ohiggins,rural,no,Q5,media_ch_completa,mujer,26.0,Ninguna,26–30,no,no
2012,10 los_lagos,rural,no,Q3,sup_universitaria_completa,mujer,24.0,Ninguna,21–25,no,no
2012,5 valparaiso,urbano,si,Q3,media_ch_incompleta,hombre,19.0,Sólo Móvil,18–20,si,no
2012,8 biobio,urbano,si,Q2,media_tp_incompleta,hombre,20.0,Sólo Fija,18–20,si,no
2012,8 biobio,urbano,si,Q3,sup_universitaria_incompleta,hombre,21.0,Sólo Fija,21–25,si,no
2012,8 biobio,urbano,si,Q3,sup_universitaria_completa,mujer,40.0,Sólo Fija,36–40,si,no
2012,8 biobio,urbano,si,Q3,media_ch_completa,mujer,57.0,Sólo Fija,56–60,si,no
2012,2 antofagasta,urbano,si,Q5,media_tp_incompleta,hombre,45.0,Sólo Móvil,41–45,si,no
2012,8 biobio,urbano,no,Q1,basica_incompleta,mujer,50.0,Ninguna,46–50,no,no
2012,8 biobio,urbano,si,Q3,media_tp_completa,hombre,23.0,Sólo Fija,21–25,si,no
2012,7 maule,rural,no,Q3,basica_incompleta,hombre,71.0,Ninguna,71–75,no,no
2012,8 biobio,rural,no,Q4,basica_incompleta,mujer,42.0,Ninguna,41–45,no,no
2012,8 biobio,urbano,no,Q3,basica_incompleta,hombre,51.0,Ninguna,51–55,no,no
2012,8 biobio,urbano,si,Q4,media_tp_completa,hombre,32.0,Sólo Fija,31–35,si,no
2012,5 valparaiso,urbano,no,Q3,sup_tecnica_incompleta,mujer,20.0,Ninguna,18–20,no,no
2012,13 metropolitana,rural,si,Q4,basica_completa,hombre,55.0,Sólo Fija,51–55,si,no
2012,5 valparaiso,urbano,si,Q3,media_ch_completa,hombre,48.0,Sólo Fija,46–50,si,no
2012,8 biobio,urbano,no,Q3,basica_incompleta,hombre,69.0,Ninguna,66–70,no,no
2012,10 los_lagos,rural,si,Q2,sup_universitaria_completa,hombre,59.0,Sólo Móvil,56–60,no,no
2012,8 biobio,urbano,no,Q2,basica_incompleta,mujer,72.0,Ninguna,71–75,no,no
2012,8 biobio,urbano,si,Q3,media_ch_completa,hombre,65.0,Sólo Fija,61–65,si,no
2012,5 valparaiso,urbano,si,Q3,sup_tecnica_incompleta,hombre,22.0,Sólo Fija,21–25,si,no
2012,8 biobio,urbano,no,Q2,media_tp_completa,mujer,53.0,Ninguna,51–55,no,no
2012,8 biobio,urbano,no,Q2,media_ch_completa,mujer,44.0,Ninguna,41–45,no,no
2012,8 biobio,urbano,no,Q2,basica_incompleta,hombre,31.0,Ninguna,31–35,no,no
2012,8 biobio,urbano,no,Q3,media_ch_incompleta,hombre,35.0,Ninguna,31–35,no,no
2012,5 valparaiso,urbano,no,Q3,basica_incompleta,mujer,67.0,Ninguna,66–70,no,no
2012,2 antofagasta,urbano,no,Q5,basica_incompleta,hombre,34.0,Ninguna,31–35,no,no
2012,5 valparaiso,urbano,no,Q2,media_ch_completa,mujer,65.0,Ninguna,61–65,no,no
2012,5 valparaiso,urbano,si,Q2,sup_tecnica_completa,hombre,48.0,Sólo Fija,46–50,si,no
2012,2 antofagasta,urbano,si,Q5,sup_tecnica_completa,hombre,41.0,Sólo Fija,41–45,si,si
2012,2 antofagasta,urbano,si,Q5,media_ch_completa,mujer,26.0,Sólo Fija,26–30,si,no
2012,2 antofagasta,urbano,si,Q5,sup_universitaria_completa,mujer,35.0,Sólo Fija,31–35,si,si
2012,8 biobio,urbano,no,Q3,sup_tecnica_incompleta,hombre,32.0,Ninguna,31–35,no,no
2012,5 valparaiso,rural,si,Q4,media_ch_completa,hombre,47.0,Sólo Móvil,46–50,si,no
2012,5 valparaiso,urbano,no,Q4,media_tp_incompleta,mujer,30.0,Ninguna,26–30,no,no
2012,13 metropolitana,rural,no,Q1,media_ch_completa,hombre,39.0,Ninguna,36–40,no,no
2012,8 biobio,urbano,si,Q2,sup_tecnica_incompleta,mujer,19.0,Sólo Móvil,18–20,no,si
2012,8 biobio,urbano,no,Q2,basica_completa,mujer,56.0,Ninguna,56–60,no,no
2012,5 valparaiso,rural,si,Q3,sup_tecnica_incompleta,hombre,25.0,Sólo Fija,21–25,si,no
2012,2 antofagasta,urbano,si,Q5,media_tp_completa,mujer,32.0,Sólo Fija,31–35,si,no
2012,7 maule,rural,no,Q1,basica_completa,mujer,73.0,Ninguna,71–75,no,no
2012,7 maule,rural,si,Q4,media_ch_incompleta,hombre,31.0,Sólo Móvil,31–35,si,si
2012,5 valparaiso,urbano,no,Q3,media_ch_completa,hombre,47.0,Ninguna,46–50,no,no
2012,2 antofagasta,urbano,si,Q5,media_tp_completa,hombre,57.0,Sólo Fija,56–60,si,no
2012,2 antofagasta,urbano,si,Q5,media_tp_completa,hombre,30.0,Sólo Móvil,26–30,si,si
2012,2 antofagasta,urbano,si,Q5,sup_universitaria_completa,mujer,34.0,Sólo Fija,31–35,si,si
2012,2 antofagasta,urbano,si,Q5,sup_tecnica_completa,hombre,49.0,Sólo Móvil,46–50,si,si
2012,13 metropolitana,rural,no,Q2,media_ch_incompleta,hombre,57.0,Ninguna,56–60,no,no
2012,5 valparaiso,urbano,si,Q3,media_ch_completa,mujer,18.0,Sólo Fija,18–20,si,no
2012,6 ohiggins,rural,si,Q4,basica_incompleta,hombre,54.0,Sólo Móvil,51–55,si,si
2012,8 biobio,urbano,no,Q3,media_tp_incompleta,hombre,38.0,Ninguna,36–40,no,no
2012,6 ohiggins,rural,no,Q2,basica_completa,hombre,69.0,Ninguna,66–70,no,no
2012,8 biobio,urbano,no,Q2,media_tp_completa,hombre,27.0,Ninguna,26–30,no,no
2012,5 valparaiso,rural,si,Q5,sup_universitaria_incompleta,mujer,19.0,Sólo Móvil,18–20,si,no
2012,7 maule,rural,no,Q2,media_tp_incompleta,mujer,54.0,Ninguna,51–55,no,no
2012,13 metropolitana,rural,si,Q2,basica_completa,mujer,53.0,Sólo Móvil,51–55,si,no
2012,13 metropolitana,rural,si,Q4,basica_completa,hombre,18.0,Sólo Móvil,18–20,si,no
2012,6 ohiggins,rural,si,Q4,media_ch_completa,mujer,47.0,Sólo Móvil,46–50,si,no
2012,2 antofagasta,urbano,si,Q5,sup_universitaria_incompleta,mujer,25.0,Sólo Fija,21–25,si,si
2012,13 metropolitana,urbano,no,Q1,media_ch_incompleta,mujer,42.0,Ninguna,41–45,no,no
2012,5 valparaiso,urbano,no,Q3,basica_incompleta,mujer,71.0,Ninguna,71–75,no,no
2012,8 biobio,urbano,si,Q3,sup_tecnica_completa,mujer,45.0,Sólo Fija,41–45,si,no
2012,2 antofagasta,urbano,si,Q5,sup_universitaria_completa,mujer,63.0,Sólo Fija,61–65,si,si
2012,5 valparaiso,urbano,no,Q4,media_ch_completa,mujer,47.0,Ninguna,46–50,no,no
2012,5 valparaiso,urbano,si,Q3,media_ch_completa,mujer,23.0,Sólo Fija,21–25,si,no
2012,8 biobio,urbano,si,Q2,sup_tecnica_incompleta,hombre,20.0,Sólo Fija,18–20,si,no
2012,2 antofagasta,urbano,si,Q4,sup_tecnica_completa,hombre,34.0,Sólo Móvil,31–35,si,no
2012,8 biobio,rural,si,Q2,basica_completa,mujer,43.0,Sólo Móvil,41–45,si,no
2012,8 biobio,urbano,si,Q4,basica_completa,mujer,67.0,Sólo Fija,66–70,si,no
2012,8 biobio,urbano,si,Q5,sup_universitaria_completa,mujer,47.0,Sólo Fija,46–50,si,no
2012,8 biobio,urbano,si,Q2,sup_tecnica_completa,hombre,44.0,Sólo Fija,41–45,si,no
2012,8 biobio,urbano,no,Q2,media_tp_completa,mujer,52.0,Ninguna,51–55,no,no
2012,8 biobio,urbano,no,Q2,media_tp_incompleta,hombre,75.0,Ninguna,71–75,no,no
2012,5 valparaiso,rural,no,Q3,basica_incompleta,hombre,74.0,Ninguna,71–75,no,no
2012,8 biobio,urbano,si,Q3,media_ch_completa,hombre,19.0,Sólo Fija,18–20,si,no
2012,8 biobio,urbano,si,Q3,media_ch_incompleta,mujer,35.0,Sólo Móvil,31–35,si,no
2012,8 biobio,urbano,no,Q2,media_tp_completa,mujer,40.0,Ninguna,36–40,no,no
2012,8 biobio,urbano,no,Q1,media_tp_completa,mujer,56.0,Ninguna,56–60,no,no
2012,5 valparaiso,urbano,no,Q3,sup_tecnica_completa,hombre,32.0,Ninguna,31–35,no,no
2012,9 araucania,rural,no,Q4,media_ch_completa,hombre,41.0,Ninguna,41–45,no,no
2012,7 maule,rural,no,Q3,basica_completa,hombre,53.0,Ninguna,51–55,no,no
2012,8 biobio,urbano,si,Q3,media_tp_completa,hombre,27.0,Sólo Móvil,26–30,si,no
2012,8 biobio,urbano,no,Q3,media_ch_incompleta,mujer,43.0,Ninguna,41–45,no,no
2012,2 antofagasta,urbano,no,Q3,media_ch_completa,hombre,44.0,Ninguna,41–45,no,no
2012,2 antofagasta,urbano,si,Q5,sup_tecnica_completa,mujer,74.0,Sólo Fija,71–75,si,no
2012,5 valparaiso,urbano,no,Q2,media_tp_completa,mujer,60.0,Ninguna,56–60,no,no
2012,7 maule,rural,no,Q3,media_ch_completa,hombre,40.0,Ninguna,36–40,no,no
2012,13 metropolitana,urbano,no,Q3,basica_completa,hombre,45.0,Ninguna,41–45,no,no
2012,8 biobio,urbano,si,Q3,sup_tecnica_completa,mujer,31.0,Sólo Fija,31–35,si,no
2012,13 metropolitana,urbano,no,Q2,media_tp_completa,mujer,42.0,Ninguna,41–45,no,no
2012,2 antofagasta,urbano,si,Q5,media_tp_completa,hombre,52.0,Sólo Fija,51–55,si,no
2012,4 coquimbo,rural,no,Q5,sup_universitaria_completa,mujer,21.0,Ninguna,21–25,no,no
2012,5 valparaiso,rural,si,Q4,media_ch_completa,mujer,34.0,Sólo Fija,31–35,si,no
2012,8 biobio,urbano,si,Q4,media_ch_completa,mujer,35.0,Sólo Fija,31–35,si,no
2012,5 valparaiso,urbano,si,Q2,media_tp_completa,mujer,48.0,Sólo Fija,46–50,si,no
2012,5 valparaiso,urbano,no,Q3,media_ch_completa,mujer,23.0,Ninguna,21–25,no,no
2012,8 biobio,urbano,no,Q2,media_ch_completa,mujer,19.0,Ninguna,18–20,no,no
2012,2 antofagasta,urbano,no,Q4,basica_incompleta,hombre,61.0,Ninguna,61–65,no,no
2012,5 valparaiso,urbano,no,Q3,media_tp_incompleta,hombre,33.0,Ninguna,31–35,no,no
2012,5 valparaiso,urbano,si,Q4,media_ch_completa,hombre,44.0,Sólo Fija,41–45,si,no
2012,13 metropolitana,rural,si,Q2,media_tp_incompleta,mujer,41.0,Sólo Móvil,41–45,si,no
2012,6 ohiggins,rural,si,Q5,media_tp_completa,mujer,38.0,Sólo Móvil,36–40,si,no
2012,10 los_lagos,rural,no,Q3,basica_incompleta,mujer,59.0,Ninguna,56–60,no,no
2012,8 biobio,urbano,si,Q4,media_tp_completa,hombre,49.0,Sólo Fija,46–50,si,no
2012,13 metropolitana,rural,si,Q4,media_tp_completa,mujer,37.0,Sólo Móvil,36–40,si,no
2012,13 metropolitana,rural,no,Q3,basica_completa,mujer,64.0,Ninguna,61–65,no,no
2012,5 valparaiso,urbano,si,Q3,media_ch_incompleta,hombre,34.0,Sólo Móvil,31–35,no,si
2012,5 valparaiso,urbano,si,Q4,sup_universitaria_incompleta,mujer,24.0,Sólo Móvil,21–25,si,no
2012,5 valparaiso,urbano,si,Q3,media_ch_completa,mujer,52.0,Sólo Fija,51–55,si,no
2012,5 valparaiso,urbano,si,Q3,media_ch_completa,mujer,45.0,Sólo Fija,41–45,si,no
2012,8 biobio,urbano,no,Q2,media_tp_completa,hombre,30.0,Ninguna,26–30,no,no
2012,8 biobio,urbano,no,Q2,media_ch_completa,mujer,27.0,Ninguna,26–30,no,no
2012,5 valparaiso,rural,no,Q4,basica_completa,hombre,55.0,Ninguna,51–55,no,no
2012,2 antofagasta,urbano,si,Q5,sup_universitaria_completa,mujer,46.0,Sólo Fija,46–50,si,no
2012,2 antofagasta,rural,si,Q5,media_tp_completa,mujer,52.0,Sólo Móvil,51–55,si,no
2012,5 valparaiso,urbano,si,Q1,media_ch_completa,hombre,19.0,Sólo Fija,18–20,si,no
2012,5 valparaiso,urbano,si,Q2,basica_incompleta,mujer,58.0,Sólo Fija,56–60,si,no
2012,5 valparaiso,urbano,si,Q2,media_ch_completa,hombre,35.0,Sólo Fija,31–35,si,no
2012,7 maule,rural,no,Q3,basica_incompleta,mujer,72.0,Ninguna,71–75,no,no
2012,5 valparaiso,urbano,no,Q2,basica_incompleta,mujer,74.0,Ninguna,71–75,no,no
2012,14 los_rios,rural,si,Q4,media_ch_completa,mujer,30.0,Sólo Móvil,26–30,si,no
2012,8 biobio,urbano,si,Q3,media_tp_incompleta,hombre,48.0,Sólo Fija,46–50,si,no
2012,8 biobio,urbano,si,Q4,media_ch_incompleta,mujer,58.0,Sólo Fija,56–60,si,no
2012,5 valparaiso,rural,no,Q1,basica_completa,mujer,74.0,Ninguna,71–75,no,no
2012,13 metropolitana,urbano,si,Q3,basica_completa,mujer,24.0,Sólo Móvil,21–25,si,no
2012,5 valparaiso,urbano,no,Q2,sup_tecnica_incompleta,mujer,64.0,Ninguna,61–65,no,no
2012,9 araucania,rural,si,Q3,sup_tecnica_completa,mujer,40.0,Sólo Móvil,36–40,si,no
2012,2 antofagasta,urbano,si,Q5,sup_tecnica_completa,mujer,42.0,Sólo Móvil,41–45,si,no
2012,8 biobio,rural,no,Q2,media_tp_completa,mujer,30.0,Ninguna,26–30,no,no
2012,7 maule,rural,no,Q3,sin_educacion_formal,mujer,56.0,Ninguna,56–60,no,no
2012,8 biobio,urbano,no,Q5,media_ch_incompleta,mujer,56.0,Ninguna,56–60,no,no
2012,7 maule,rural,si,Q3,media_ch_completa,mujer,30.0,Sólo Móvil,26–30,si,no
2012,5 valparaiso,urbano,no,Q4,media_ch_incompleta,mujer,53.0,Ninguna,51–55,no,no
2012,5 valparaiso,urbano,si,Q4,media_ch_completa,hombre,20.0,Sólo Móvil,18–20,si,no
2012,2 antofagasta,urbano,si,Q5,media_ch_completa,mujer,32.0,Sólo Fija,31–35,si,no
2012,7 maule,rural,no,Q4,basica_incompleta,mujer,58.0,Ninguna,56–60,no,no
2012,7 maule,rural,no,Q3,basica_completa,mujer,59.0,Ninguna,56–60,no,no
2012,3 atacama,rural,no,Q5,sup_universitaria_completa,hombre,48.0,Ninguna,46–50,no,no
2012,7 maule,rural,no,Q2,basica_incompleta,mujer,56.0,Ninguna,56–60,no,no
2012,8 biobio,urbano,si,Q3,basica_completa,hombre,73.0,Sólo Fija,71–75,si,no
2012,8 biobio,urbano,no,Q3,media_ch_completa,hombre,51.0,Ninguna,51–55,no,no
2012,5 valparaiso,urbano,no,Q2,media_ch_incompleta,mujer,61.0,Ninguna,61–65,no,no
2012,7 maule,rural,no,Q3,sin_educacion_formal,mujer,64.0,Ninguna,61–65,no,no
2012,8 biobio,urbano,si,Q3,basica_incompleta,mujer,46.0,Sólo Móvil,46–50,si,no
2012,5 valparaiso,urbano,si,Q1,sup_universitaria_completa,mujer,63.0,Sólo Móvil,61–65,si,no
2012,5 valparaiso,urbano,si,Q2,basica_incompleta,hombre,65.0,Sólo Fija,61–65,si,no
2012,5 valparaiso,urbano,no,Q2,media_ch_completa,mujer,42.0,Ninguna,41–45,no,no
2012,5 valparaiso,urbano,no,Q2,media_ch_incompleta,mujer,28.0,Ninguna,26–30,no,no
2012,6 ohiggins,rural,no,Q2,basica_completa,hombre,49.0,Ninguna,46–50,no,no
2012,8 biobio,urbano,no,Q3,basica_completa,hombre,60.0,Ninguna,56–60,no,no
2012,8 biobio,rural,si,Q4,media_ch_incompleta,mujer,28.0,Sólo Móvil,26–30,si,no
2012,5 valparaiso,urbano,no,Q3,media_tp_incompleta,mujer,45.0,Ninguna,41–45,no,no
2012,5 valparaiso,urbano,si,Q4,media_ch_completa,mujer,67.0,Sólo Móvil,66–70,si,no
2012,8 biobio,urbano,si,Q3,media_tp_completa,hombre,42.0,Sólo Fija,41–45,si,no
2012,5 valparaiso,urbano,si,Q2,media_ch_completa,mujer,47.0,Sólo Fija,46–50,si,no
2012,5 valparaiso,urbano,si,Q4,media_ch_completa,mujer,49.0,Sólo Fija,46–50,si,no
2012,6 ohiggins,rural,si,Q5,basica_completa,mujer,55.0,Sólo Móvil,51–55,si,no
2012,5 valparaiso,urbano,no,Q2,basica_completa,hombre,19.0,Ninguna,18–20,no,no
2012,5 valparaiso,rural,no,Q5,basica_completa,hombre,50.0,Ninguna,46–50,no,no
2012,5 valparaiso,urbano,no,Q2,basica_completa,mujer,72.0,Ninguna,71–75,no,no
2012,13 metropolitana,rural,no,Q2,media_ch_incompleta,mujer,47.0,Ninguna,46–50,no,no
2012,8 biobio,urbano,si,Q3,media_tp_completa,hombre,45.0,Sólo Fija,41–45,si,no
2012,5 valparaiso,rural,si,Q4,sup_tecnica_completa,hombre,22.0,Sólo Fija,21–25,si,no
2012,13 metropolitana,rural,si,Q2,basica_incompleta,hombre,64.0,Sólo Fija,61–65,si,no
2012,5 valparaiso,urbano,si,Q4,media_ch_completa,hombre,51.0,Sólo Fija,51–55,si,no
2012,8 biobio,urbano,no,Q3,basica_incompleta,mujer,49.0,Ninguna,46–50,no,no
2012,5 valparaiso,urbano,no,Q2,media_ch_completa,hombre,69.0,Ninguna,66–70,no,no
2012,8 biobio,urbano,no,Q3,media_tp_completa,mujer,45.0,Ninguna,41–45,no,no
2012,8 biobio,urbano,si,Q3,sup_universitaria_incompleta,hombre,23.0,Sólo Móvil,21–25,si,no
2012,8 biobio,urbano,si,Q3,sup_tecnica_completa,hombre,41.0,Sólo Móvil,41–45,si,no
2012,5 valparaiso,rural,no,Q1,basica_completa,hombre,68.0,Ninguna,66–70,no,no
2012,5 valparaiso,urbano,si,Q2,basica_completa,hombre,32.0,Sólo Móvil,31–35,si,no
2012,8 biobio,urbano,no,Q3,basica_incompleta,mujer,71.0,Ninguna,71–75,no,no
2012,8 biobio,urbano,no,Q2,basica_incompleta,mujer,69.0,Ninguna,66–70,no,no
2012,5 valparaiso,urbano,si,Q3,sup_universitaria_completa,mujer,26.0,Sólo Fija,26–30,si,no
2012,7 maule,rural,no,Q3,basica_incompleta,mujer,49.0,Ninguna,46–50,no,no
2012,8 biobio,urbano,no,Q3,basica_completa,hombre,63.0,Ninguna,61–65,no,no
2012,8 biobio,urbano,si,Q3,sup_universitaria_incompleta,mujer,65.0,Sólo Fija,61–65,si,no
2012,7 maule,rural,si,Q2,sup_tecnica_incompleta,hombre,29.0,Sólo Móvil,26–30,si,no
2012,8 biobio,urbano,si,Q3,media_tp_completa,mujer,57.0,Sólo Móvil,56–60,si,no
2012,5 valparaiso,urbano,no,Q4,media_ch_completa,hombre,29.0,Ninguna,26–30,no,no
2012,5 valparaiso,rural,si,Q5,media_ch_completa,hombre,23.0,Sólo Fija,21–25,si,no
2012,13 metropolitana,rural,no,Q4,sup_tecnica_incompleta,mujer,47.0,Ninguna,46–50,no,no
2012,13 metropolitana,urbano,no,Q2,media_ch_completa,hombre,24.0,Ninguna,21–25,no,no
2012,5 valparaiso,urbano,no,Q4,media_ch_completa,mujer,38.0,Ninguna,36–40,no,no
2012,13 metropolitana,urbano,si,Q2,basica_completa,mujer,35.0,Sólo Móvil,31–35,si,no
2012,8 biobio,urbano,no,Q3,media_ch_completa,hombre,48.0,Ninguna,46–50,no,no
2012,2 antofagasta,urbano,si,Q5,basica_incompleta,mujer,62.0,Sólo Fija,61–65,si,no
2012,5 valparaiso,rural,si,Q4,sup_tecnica_incompleta,mujer,21.0,Sólo Fija,21–25,si,no
2012,5 valparaiso,urbano,si,Q3,sup_universitaria_incompleta,hombre,26.0,Sólo Fija,26–30,si,no
2012,13 metropolitana,rural,no,Q2,basica_incompleta,mujer,56.0,Ninguna,56–60,no,no
2012,5 valparaiso,urbano,si,Q4,sup_universitaria_incompleta,hombre,33.0,Sólo Fija,31–35,si,no
2012,2 antofagasta,urbano,si,Q5,sup_universitaria_incompleta,mujer,32.0,Sólo Fija,31–35,si,si
2012,2 antofagasta,urbano,si,Q5,sup_universitaria_completa,mujer,48.0,Sólo Fija,46–50,si,si
2012,2 antofagasta,urbano,si,Q5,sup_universitaria_completa,mujer,42.0,Sólo Fija,41–45,si,si
2012,2 antofagasta,urbano,si,Q3,media_ch_completa,hombre,63.0,Sólo Fija,61–65,si,no
2012,2 antofagasta,urbano,si,Q5,media_ch_completa,mujer,60.0,Sólo Fija,56–60,si,no
2012,6 ohiggins,rural,no,Q2,basica_completa,mujer,44.0,Ninguna,41–45,no,no
2012,2 antofagasta,rural,si,Q3,media_tp_incompleta,hombre,40.0,Sólo Móvil,36–40,no,si
2012,5 valparaiso,urbano,si,Q4,media_tp_completa,hombre,30.0,Sólo Fija,26–30,si,no
2012,5 valparaiso,urbano,si,Q5,basica_completa,hombre,62.0,Sólo Fija,61–65,si,no
2012,13 metropolitana,rural,si,Q3,sup_universitaria_incompleta,mujer,23.0,Sólo Fija,21–25,si,no
2012,8 biobio,urbano,si,Q3,media_ch_completa,mujer,39.0,Sólo Fija,36–40,si,no
2012,2 antofagasta,rural,no,Q3,media_ch_completa,hombre,56.0,Ninguna,56–60,no,no
2012,5 valparaiso,urbano,si,Q4,media_ch_incompleta,hombre,24.0,Sólo Móvil,21–25,si,no
2012,8 biobio,urbano,si,Q3,sup_tecnica_completa,hombre,49.0,Sólo Fija,46–50,si,no
2012,8 biobio,urbano,si,Q4,media_ch_completa,mujer,40.0,Sólo Móvil,36–40,si,no
2012,2 antofagasta,urbano,si,Q5,sup_universitaria_completa,mujer,53.0,Sólo Fija,51–55,si,si
2012,8 biobio,urbano,no,Q2,basica_completa,mujer,70.0,Ninguna,66–70,no,no
2012,8 biobio,urbano,si,Q3,sup_universitaria_completa,mujer,26.0,Sólo Fija,26–30,si,no
2012,8 biobio,urbano,si,Q3,sup_tecnica_completa,mujer,36.0,Sólo Fija,36–40,si,no
2012,5 valparaiso,urbano,si,Q4,media_tp_completa,mujer,30.0,Sólo Fija,26–30,si,no
2012,6 ohiggins,rural,si,Q4,media_ch_completa,hombre,30.0,Sólo Fija,26–30,si,si
2012,6 ohiggins,rural,no,Q1,media_tp_completa,hombre,68.0,Ninguna,66–70,no,no
2012,5 valparaiso,rural,no,Q5,media_ch_incompleta,mujer,20.0,Ninguna,18–20,no,no
2012,4 coquimbo,rural,no,Q2,sup_tecnica_incompleta,hombre,39.0,Ninguna,36–40,no,no
2012,13 metropolitana,rural,no,Q3,media_ch_incompleta,mujer,28.0,Ninguna,26–30,no,no
2012,7 maule,rural,no,Q1,media_tp_incompleta,mujer,66.0,Ninguna,66–70,no,no
2012,2 antofagasta,urbano,no,Q5,media_tp_incompleta,hombre,65.0,Ninguna,61–65,no,no
2012,13 metropolitana,rural,si,Q4,basica_incompleta,mujer,61.0,Sólo Fija,61–65,si,no
2012,8 biobio,urbano,si,Q4,media_tp_completa,hombre,53.0,Sólo Móvil,51–55,si,no
2012,5 valparaiso,urbano,si,Q4,media_ch_completa,hombre,48.0,Sólo Móvil,46–50,si,no
2012,5 valparaiso,urbano,si,Q3,media_tp_completa,mujer,27.0,Sólo Móvil,26–30,no,si
2012,8 biobio,urbano,no,Q2,sup_tecnica_completa,mujer,29.0,Ninguna,26–30,no,no
